City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
487,Ler,SS,85.15,broken clouds,8.3018,30.1418,Leer Humanitarian Hub
492,Fare,PF,76.77,moderate rain,-16.7,-151.0167,Maitai Lapita Village Huahine
496,Iralaya,HN,77.54,clear sky,15.0,-83.2333,Iglesia morava renovada
500,Sao Domingos Do Maranhao,BR,76.1,broken clouds,-5.5758,-44.3853,Pousada Babaçu
501,Galle,LK,81.72,broken clouds,6.0367,80.217,Amangalla
504,Palma Di Montechiaro,IT,89.31,clear sky,37.1926,13.765,B&B Manca Residence
506,Fraga,ES,83.23,broken clouds,41.5229,0.3489,Hotel Casanova
507,Itoman,JP,87.82,broken clouds,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
508,Ambulu,ID,80.71,overcast clouds,-8.345,113.6058,Hotel Ambulu Jember
509,Javanrud,IR,89.19,clear sky,34.7961,46.5172,Bonnie power
510,Cape Coast,GH,75.45,broken clouds,5.1053,-1.2466,Samrit Hotel
514,Dakar,SN,78.93,scattered clouds,14.6937,-17.4441,Novotel Dakar
516,Zeya,RU,87.89,clear sky,53.75,127.2667,Kapital Inn
522,Xining,CN,83.71,clear sky,36.6167,101.7667,Super Leisure Hotel
523,Palmer,US,79.25,overcast clouds,42.1584,-72.3287,Wedgewood Motel
524,Sabang,ID,81.46,broken clouds,5.8933,95.3214,Hotel Citra
526,Kailua,US,78.03,clear sky,21.4022,-157.7394,Sheffield House Bed & Breakfast
533,Hattiesburg,US,78.66,mist,31.3271,-89.2903,Quality Inn & Suites
536,Malinovoye Ozero,RU,79.23,clear sky,51.6753,79.7825,Baza Otdykha
537,Guymon,US,76.98,overcast clouds,36.6828,-101.4816,Simple Rewards
539,Boguchany,RU,77.63,overcast clouds,58.3814,97.4531,Uyut
545,Orikum,AL,86.56,clear sky,40.3253,19.4714,Hotel Denta
547,Beihai,CN,88.7,clear sky,21.4833,109.1,21 Degree Hostel
549,Asilah,MA,89.56,overcast clouds,35.465,-6.0348,Hotel Zelis
559,Hovd,MN,78.21,overcast clouds,48.0056,91.6419,Hotel Khovd
560,Mwense,ZM,79.09,clear sky,-10.3845,28.698,Mwense Council Guest House
566,Cockburn Town,TC,81.59,broken clouds,21.4612,-71.1419,Osprey Beach Hotel
569,Bacolod,PH,79.84,moderate rain,10.6667,122.95,Planta Hotel & Residences
570,Port Said,EG,80.58,clear sky,31.2565,32.2841,Aracan Hotel
571,Bubaque,GW,78.66,overcast clouds,11.2833,-15.8333,"Casa Dora, Bubaque"
572,Moisei,RO,75.29,few clouds,47.6556,24.5401,Casa La Bella Vista
573,Kamaishi,JP,76.71,scattered clouds,39.2667,141.8833,Hotel Route Inn Kamaishi
578,Siddapur,IN,77.5,overcast clouds,14.3333,74.8833,Ibbani Homestay
582,Nhulunbuy,AU,81.21,broken clouds,-12.2333,136.7667,East Arnhem Real Estate
584,Dwarka,IN,83.86,broken clouds,22.2394,68.9678,Hotel Narayan Avezika Comfort
587,Szczecinek,PL,75.33,overcast clouds,53.7079,16.6994,Hotel Pojezierze - Szczecinek
588,Ambon,ID,79.7,broken clouds,-3.6954,128.1814,Swiss-Belhotel Ambon
590,Lasa,IT,76.69,clear sky,46.6166,10.7002,Pension Feldgärtenhof
592,Villafranca De Los Barros,ES,82.53,few clouds,38.5614,-6.3381,HOTEL ACOSTA CIUDAD DE LA MUSICA
593,Barahona,DO,77.43,clear sky,18.2085,-71.1008,Hotel Caribe
597,Papara,BR,75.6,broken clouds,-3.9839,-38.7273,Bela vista Maranguape
601,Belgrade,RS,84.42,clear sky,44.804,20.4651,Saruna Wellness - Hotel Park Belgrade
606,Mpanda,TZ,81.28,few clouds,-6.3655,31.0409,CH Hotel - Mpanda
607,Darnah,LY,83.8,clear sky,32.767,22.6367,فندق الفردوس
610,Bathsheba,BB,81.21,broken clouds,13.2167,-59.5167,Atlantis Hotel
611,Gigmoto,PH,85.68,overcast clouds,13.7796,124.39,Cj's Travellers Inn
617,Porbandar,IN,84.18,drizzle,21.6422,69.6093,Lords Inn Porbandar
620,Locri,IT,89.31,clear sky,38.2414,16.2623,Grand Hotel President
621,Armacao De Pera,PT,89.51,clear sky,37.1026,-8.357,VILA VITA Parc Resort & Spa
622,Jiazi,CN,88.93,few clouds,22.8779,116.067,Hotel Jin Hao
623,Starogard Gdanski,PL,77.88,overcast clouds,53.964,18.5264,Hotel Ren
626,Kapoeta,SS,87.1,broken clouds,4.7717,33.5903,Eastgate Hotel
628,Tagusao,PH,83.8,overcast clouds,9.1924,117.8141,Caycay future beach resort
629,Balkanabat,TM,89.73,few clouds,39.5108,54.3671,Nebitchi Hotel
630,Bandrele,YT,80.35,broken clouds,-12.9067,45.1914,Les Baobabs
632,Khirkiya,IN,80.49,overcast clouds,22.1674,76.8605,Sanjay Industries
633,Freeport,US,84.38,overcast clouds,40.6576,-73.5832,The Freeport Inn and Marina
634,Requena,ES,87.51,scattered clouds,39.4883,-1.1004,Hotel Avenida
636,Kahului,US,77.85,scattered clouds,20.8947,-156.47,Maui Seaside Hotel
640,Maningrida,AU,78.31,few clouds,-12.0667,134.2667,Dhukurrdji Lodge
641,Puerto Cabezas,NI,76.19,few clouds,14.0351,-83.3888,Cabaña Caribe
644,La Orilla,MX,75.25,overcast clouds,17.9833,-102.2333,Baymont by Wyndham Lazaro Cardenas
647,Bima,ID,85.39,overcast clouds,-8.4667,118.7167,Lambitu Hotel
649,Oistins,BB,79.52,overcast clouds,13.0667,-59.5333,Butterfly Beach Hotel
652,Niono,ML,80.19,broken clouds,14.2526,-5.993,Hôtel Campement
655,Qui Nhon,VN,85.41,broken clouds,13.7667,109.2333,Seagull Hotel
658,Bani Walid,LY,86.4,clear sky,31.7566,13.9942,منزل مفتاح محمد الزلبي
659,Acapulco,MX,76.03,overcast clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
660,Ahuimanu,US,77.76,clear sky,21.4447,-157.8378,Paradise Bay Resort
661,At-Bashi,KG,84.65,clear sky,41.1702,75.8106,Hostel At-Bashy
667,Kazanskaya,RU,83.52,few clouds,45.4106,40.4361,Tikhiy Dvorik
668,Tahe,CN,79.21,overcast clouds,52.3333,124.7333,塔河宾馆
671,Kadhan,PK,87.6,overcast clouds,24.481,68.9859,ڳوٺ چوڌري جلال الدين جٽ
672,Champerico,GT,76.96,broken clouds,14.3,-91.9167,"Hotel y restaurante ""El Diamante"""
